Model,SDL_coef,SDL_se,SDL_pval,R_squared,Adj_R_squared,N
8,1.5041445148831043,0.14541401106363064,4.487806869378538e-25,0.390897456172023,0.39058183260158785,490434
9,1.4166401993736,0.14295322217620815,3.792367203856998e-23,0.41140495731238147,0.4110975574732866,490434
21,1.9587925887184958,0.21589131269520634,1.1791271826691622e-19,0.22085328040508256,0.21878951559447524,93121
22,6.049266736409287,0.6333182795066736,1.4200118282366683e-21,0.20834123090980106,0.20030510078570984,20003
23,1.9629600970184633,0.2113391822880698,1.599422980938672e-20,0.22806292553794283,0.22614516551323371,100074
24,1.1217797744951354,0.19088826149276225,4.189707569603258e-09,0.3836399998408444,0.38332061561581554,490434
25,1.290674619436489,0.1493401649290936,5.514976901019911e-18,0.3836980321221065,0.3833786779681322,490434
26,1.0998679675593583,0.1919880025356879,1.011804261943667e-08,0.38372086750480083,0.38339649352370486,490434
